clockticks,wolves,moose,squirrels,wolf_births,wolf_starved,wolf_old_age,moose_eaten,moose_births,moose_starved,moose_old_age,squirrels_born,squirrels_eaten,squirrels_starved,squirrels_old_age,vegetation_fraction
204.0,0.0,21363.0,588.0,0.0,0.0,0.0,0.0,438.0,474.0,1.0,15.0,10.0,23.0,0.0,32.53
205.0,0.0,21358.0,577.0,0.0,0.0,0.0,0.0,429.0,430.0,4.0,16.0,10.0,17.0,0.0,32.5
206.0,0.0,21335.0,571.0,0.0,0.0,0.0,0.0,431.0,454.0,0.0,18.0,7.0,17.0,0.0,32.51
207.0,0.0,21323.0,565.0,0.0,0.0,0.0,0.0,426.0,438.0,0.0,19.0,10.0,15.0,0.0,32.53
208.0,0.0,21287.0,553.0,0.0,0.0,0.0,0.0,394.0,430.0,0.0,16.0,7.0,21.0,0.0,32.49
209.0,0.0,21274.0,529.0,0.0,0.0,0.0,0.0,429.0,441.0,1.0,10.0,14.0,20.0,0.0,32.42
210.0,0.0,21237.0,524.0,0.0,0.0,0.0,0.0,389.0,426.0,0.0,24.0,4.0,25.0,0.0,32.45
211.0,0.0,21172.0,518.0,0.0,0.0,0.0,0.0,382.0,447.0,0.0,22.0,8.0,20.0,0.0,32.49
212.0,0.0,21137.0,495.0,0.0,0.0,0.0,0.0,369.0,404.0,0.0,10.0,9.0,24.0,0.0,32.46
213.0,0.0,21048.0,484.0,0.0,0.0,0.0,0.0,348.0,437.0,0.0,16.0,9.0,18.0,0.0,32.51
214.0,0.0,20971.0,471.0,0.0,0.0,0.0,0.0,359.0,435.0,1.0,14.0,10.0,17.0,0.0,32.47
215.0,0.0,20919.0,462.0,0.0,0.0,0.0,0.0,327.0,379.0,0.0,19.0,8.0,20.0,0.0,32.47
216.0,0.0,20823.0,452.0,0.0,0.0,0.0,0.0,337.0,432.0,1.0,17.0,6.0,21.0,0.0,32.49
217.0,0.0,20791.0,432.0,0.0,0.0,0.0,0.0,345.0,375.0,2.0,9.0,6.0,23.0,0.0,32.52
218.0,0.0,20683.0,424.0,0.0,0.0,0.0,0.0,318.0,425.0,1.0,13.0,5.0,16.0,0.0,32.52
219.0,0.0,20588.0,420.0,0.0,0.0,0.0,0.0,345.0,439.0,1.0,18.0,7.0,15.0,0.0,32.53
220.0,0.0,20544.0,417.0,0.0,0.0,0.0,0.0,347.0,390.0,1.0,16.0,6.0,13.0,0.0,32.48
221.0,0.0,20457.0,418.0,0.0,0.0,0.0,0.0,329.0,416.0,0.0,14.0,5.0,8.0,0.0,32.49
222.0,0.0,20425.0,413.0,0.0,0.0,0.0,0.0,362.0,392.0,2.0,19.0,13.0,11.0,0.0,32.54
223.0,0.0,20436.0,404.0,0.0,0.0,0.0,0.0,402.0,391.0,0.0,12.0,6.0,15.0,0.0,32.56
224.0,0.0,20429.0,394.0,0.0,0.0,0.0,0.0,415.0,422.0,0.0,15.0,10.0,15.0,0.0,32.52
225.0,0.0,20433.0,377.0,0.0,0.0,0.0,0.0,388.0,384.0,0.0,9.0,7.0,19.0,0.0,32.54
226.0,0.0,20470.0,372.0,0.0,0.0,0.0,0.0,432.0,393.0,2.0,10.0,1.0,14.0,0.0,32.55
227.0,0.0,20481.0,366.0,0.0,0.0,0.0,0.0,398.0,387.0,0.0,16.0,7.0,15.0,0.0,32.59
228.0,0.0,20453.0,359.0,0.0,0.0,0.0,0.0,399.0,425.0,2.0,11.0,2.0,16.0,0.0,32.58
229.0,0.0,20432.0,357.0,0.0,0.0,0.0,0.0,392.0,413.0,0.0,19.0,5.0,16.0,0.0,32.58
230.0,0.0,20421.0,355.0,0.0,0.0,0.0,0.0,380.0,390.0,1.0,12.0,6.0,8.0,0.0,32.56
231.0,0.0,20389.0,349.0,0.0,0.0,0.0,0.0,365.0,397.0,0.0,9.0,4.0,11.0,0.0,32.55
232.0,0.0,20404.0,347.0,0.0,0.0,0.0,0.0,375.0,359.0,1.0,12.0,2.0,12.0,0.0,32.55
233.0,0.0,20391.0,347.0,0.0,0.0,0.0,0.0,369.0,382.0,0.0,11.0,3.0,8.0,0.0,32.58
234.0,0.0,20353.0,338.0,0.0,0.0,0.0,0.0,353.0,390.0,1.0,13.0,7.0,15.0,0.0,32.59
235.0,0.0,20306.0,333.0,0.0,0.0,0.0,0.0,339.0,386.0,0.0,15.0,9.0,11.0,0.0,32.59
236.0,0.0,20279.0,321.0,0.0,0.0,0.0,0.0,326.0,353.0,0.0,5.0,3.0,14.0,0.0,32.6
237.0,0.0,20219.0,311.0,0.0,0.0,0.0,0.0,334.0,393.0,1.0,8.0,5.0,13.0,0.0,32.62
238.0,0.0,20113.0,311.0,0.0,0.0,0.0,0.0,299.0,405.0,0.0,15.0,3.0,12.0,0.0,32.63
239.0,0.0,20038.0,305.0,0.0,0.0,0.0,0.0,332.0,407.0,0.0,9.0,2.0,13.0,0.0,32.61
240.0,0.0,19987.0,306.0,0.0,0.0,0.0,0.0,341.0,392.0,0.0,11.0,2.0,8.0,0.0,32.61
241.0,0.0,19990.0,305.0,0.0,0.0,0.0,0.0,350.0,346.0,1.0,13.0,4.0,10.0,0.0,32.58
242.0,0.0,19973.0,293.0,0.0,0.0,0.0,0.0,336.0,353.0,0.0,7.0,9.0,10.0,0.0,32.62
243.0,0.0,19978.0,295.0,0.0,0.0,0.0,0.0,389.0,384.0,0.0,16.0,6.0,8.0,0.0,32.61
244.0,0.0,20057.0,292.0,0.0,0.0,0.0,0.0,416.0,337.0,0.0,7.0,5.0,5.0,0.0,32.61
245.0,0.0,20083.0,282.0,0.0,0.0,0.0,0.0,408.0,382.0,0.0,10.0,5.0,15.0,0.0,32.64
246.0,0.0,20103.0,272.0,0.0,0.0,0.0,0.0,391.0,371.0,0.0,8.0,6.0,12.0,0.0,32.64
247.0,0.0,20130.0,270.0,0.0,0.0,0.0,0.0,405.0,378.0,0.0,11.0,3.0,10.0,0.0,32.65
248.0,0.0,20137.0,263.0,0.0,0.0,0.0,0.0,380.0,373.0,0.0,9.0,3.0,13.0,0.0,32.69
249.0,0.0,20161.0,264.0,0.0,0.0,0.0,0.0,400.0,376.0,0.0,13.0,1.0,11.0,0.0,32.65
250.0,0.0,20180.0,251.0,0.0,0.0,0.0,0.0,401.0,382.0,0.0,3.0,3.0,13.0,0.0,32.66
251.0,0.0,20257.0,251.0,0.0,0.0,0.0,0.0,409.0,332.0,0.0,12.0,3.0,9.0,0.0,32.59
252.0,0.0,20218.0,247.0,0.0,0.0,0.0,0.0,343.0,381.0,1.0,6.0,1.0,9.0,0.0,32.58
253.0,0.0,20228.0,249.0,0.0,0.0,0.0,0.0,374.0,364.0,0.0,11.0,0.0,9.0,0.0,32.53
254.0,0.0,20200.0,244.0,0.0,0.0,0.0,0.0,339.0,367.0,0.0,5.0,1.0,9.0,0.0,32.53
255.0,0.0,20167.0,237.0,0.0,0.0,0.0,0.0,337.0,370.0,0.0,9.0,1.0,15.0,0.0,32.55
256.0,0.0,20119.0,235.0,0.0,0.0,0.0,0.0,322.0,369.0,1.0,5.0,2.0,5.0,0.0,32.6
257.0,0.0,20067.0,233.0,0.0,0.0,0.0,0.0,321.0,373.0,0.0,13.0,4.0,11.0,0.0,32.58
258.0,0.0,19999.0,238.0,0.0,0.0,0.0,0.0,321.0,389.0,0.0,11.0,1.0,5.0,0.0,32.57
259.0,0.0,19953.0,236.0,0.0,0.0,0.0,0.0,314.0,360.0,0.0,7.0,2.0,7.0,0.0,32.57
260.0,0.0,19948.0,241.0,0.0,0.0,0.0,0.0,353.0,358.0,0.0,14.0,2.0,7.0,0.0,32.56
261.0,0.0,19936.0,235.0,0.0,0.0,0.0,0.0,348.0,359.0,1.0,7.0,3.0,10.0,0.0,32.57
262.0,0.0,19888.0,223.0,0.0,0.0,0.0,0.0,325.0,372.0,1.0,6.0,6.0,12.0,0.0,32.61
263.0,0.0,19923.0,223.0,0.0,0.0,0.0,0.0,385.0,349.0,1.0,7.0,1.0,6.0,0.0,32.59
264.0,0.0,19953.0,225.0,0.0,0.0,0.0,0.0,389.0,359.0,0.0,11.0,1.0,8.0,0.0,32.57
265.0,0.0,19961.0,219.0,0.0,0.0,0.0,0.0,385.0,377.0,0.0,5.0,3.0,8.0,0.0,32.59
266.0,0.0,20022.0,214.0,0.0,0.0,0.0,0.0,415.0,354.0,0.0,6.0,4.0,7.0,0.0,32.59
267.0,0.0,20054.0,205.0,0.0,0.0,0.0,0.0,406.0,374.0,0.0,6.0,3.0,12.0,0.0,32.56
268.0,0.0,20066.0,203.0,0.0,0.0,0.0,0.0,373.0,361.0,0.0,6.0,2.0,6.0,0.0,32.63
269.0,0.0,20079.0,201.0,0.0,0.0,0.0,0.0,383.0,370.0,0.0,7.0,1.0,8.0,0.0,32.62
270.0,0.0,20122.0,193.0,0.0,0.0,0.0,0.0,388.0,345.0,0.0,4.0,2.0,10.0,0.0,32.63
271.0,0.0,20119.0,192.0,0.0,0.0,0.0,0.0,366.0,369.0,0.0,7.0,1.0,7.0,0.0,32.59
272.0,0.0,20121.0,199.0,0.0,0.0,0.0,0.0,359.0,357.0,0.0,12.0,3.0,2.0,0.0,32.59
273.0,0.0,20104.0,191.0,0.0,0.0,0.0,0.0,353.0,369.0,1.0,5.0,3.0,10.0,0.0,32.55
274.0,0.0,20043.0,194.0,0.0,0.0,0.0,0.0,332.0,393.0,0.0,7.0,0.0,4.0,0.0,32.55
275.0,0.0,20018.0,182.0,0.0,0.0,0.0,0.0,337.0,362.0,0.0,3.0,2.0,13.0,0.0,32.54
276.0,0.0,19984.0,173.0,0.0,0.0,0.0,0.0,314.0,347.0,1.0,2.0,2.0,9.0,0.0,32.54
277.0,0.0,19912.0,165.0,0.0,0.0,0.0,0.0,293.0,365.0,0.0,3.0,4.0,7.0,0.0,32.54
278.0,0.0,19907.0,164.0,0.0,0.0,0.0,0.0,324.0,328.0,1.0,7.0,2.0,6.0,0.0,32.59
279.0,0.0,19899.0,158.0,0.0,0.0,0.0,0.0,325.0,333.0,0.0,6.0,4.0,8.0,0.0,32.64
280.0,0.0,19909.0,153.0,0.0,0.0,0.0,0.0,342.0,332.0,0.0,3.0,2.0,6.0,0.0,32.64
281.0,0.0,19890.0,154.0,0.0,0.0,0.0,0.0,344.0,363.0,0.0,9.0,3.0,5.0,0.0,32.64
282.0,0.0,19850.0,155.0,0.0,0.0,0.0,0.0,325.0,365.0,0.0,6.0,2.0,3.0,0.0,32.64
283.0,0.0,19855.0,153.0,0.0,0.0,0.0,0.0,369.0,364.0,0.0,4.0,0.0,6.0,0.0,32.66
284.0,0.0,19895.0,147.0,0.0,0.0,0.0,0.0,388.0,348.0,0.0,3.0,0.0,9.0,0.0,32.6
285.0,0.0,19908.0,146.0,0.0,0.0,0.0,0.0,386.0,373.0,0.0,6.0,0.0,7.0,0.0,32.66
286.0,0.0,19970.0,141.0,0.0,0.0,0.0,0.0,425.0,363.0,0.0,4.0,6.0,3.0,0.0,32.63
287.0,0.0,20043.0,137.0,0.0,0.0,0.0,0.0,411.0,337.0,1.0,4.0,1.0,7.0,0.0,32.64
288.0,0.0,20078.0,136.0,0.0,0.0,0.0,0.0,387.0,352.0,0.0,4.0,0.0,5.0,0.0,32.65
289.0,0.0,20106.0,130.0,0.0,0.0,0.0,0.0,385.0,357.0,0.0,3.0,3.0,6.0,0.0,32.67
290.0,0.0,20090.0,132.0,0.0,0.0,0.0,0.0,348.0,364.0,0.0,6.0,0.0,4.0,0.0,32.74
291.0,0.0,20111.0,128.0,0.0,0.0,0.0,0.0,401.0,380.0,0.0,5.0,0.0,9.0,0.0,32.7
292.0,0.0,20072.0,131.0,0.0,0.0,0.0,0.0,343.0,382.0,0.0,9.0,1.0,5.0,0.0,32.68
293.0,0.0,20071.0,131.0,0.0,0.0,0.0,0.0,352.0,353.0,0.0,5.0,1.0,4.0,0.0,32.65
294.0,0.0,20021.0,129.0,0.0,0.0,0.0,0.0,319.0,369.0,0.0,3.0,1.0,4.0,0.0,32.65
295.0,0.0,19961.0,122.0,0.0,0.0,0.0,0.0,339.0,399.0,0.0,2.0,3.0,6.0,0.0,32.67
296.0,0.0,19884.0,125.0,0.0,0.0,0.0,0.0,316.0,393.0,0.0,8.0,0.0,5.0,0.0,32.66
297.0,0.0,19835.0,124.0,0.0,0.0,0.0,0.0,309.0,358.0,0.0,3.0,3.0,1.0,0.0,32.65
298.0,0.0,19776.0,122.0,0.0,0.0,0.0,0.0,315.0,374.0,0.0,2.0,1.0,3.0,0.0,32.68
299.0,0.0,19715.0,121.0,0.0,0.0,0.0,0.0,315.0,376.0,0.0,7.0,0.0,8.0,0.0,32.68
300.0,0.0,19647.0,119.0,0.0,0.0,0.0,0.0,327.0,395.0,0.0,7.0,3.0,6.0,0.0,32.69
301.0,0.0,19612.0,117.0,0.0,0.0,0.0,0.0,339.0,374.0,0.0,4.0,1.0,5.0,0.0,32.75
302.0,0.0,19625.0,113.0,0.0,0.0,0.0,0.0,336.0,323.0,0.0,4.0,2.0,6.0,0.0,32.74
303.0,0.0,19616.0,112.0,0.0,0.0,0.0,0.0,346.0,355.0,0.0,3.0,1.0,3.0,0.0,32.76
304.0,0.0,19636.0,108.0,0.0,0.0,0.0,0.0,353.0,333.0,0.0,2.0,0.0,6.0,0.0,32.71
305.0,0.0,19683.0,113.0,0.0,0.0,0.0,0.0,413.0,366.0,0.0,7.0,0.0,2.0,0.0,32.72
306.0,0.0,19705.0,113.0,0.0,0.0,0.0,0.0,370.0,348.0,0.0,4.0,0.0,4.0,0.0,32.67
307.0,0.0,19744.0,116.0,0.0,0.0,0.0,0.0,388.0,349.0,0.0,6.0,0.0,3.0,0.0,32.68
308.0,0.0,19781.0,115.0,0.0,0.0,0.0,0.0,412.0,375.0,0.0,4.0,2.0,3.0,0.0,32.71
309.0,0.0,19801.0,120.0,0.0,0.0,0.0,0.0,394.0,374.0,0.0,6.0,0.0,1.0,0.0,32.71
310.0,0.0,19798.0,120.0,0.0,0.0,0.0,0.0,358.0,361.0,0.0,3.0,0.0,3.0,0.0,32.73
311.0,0.0,19791.0,117.0,0.0,0.0,0.0,0.0,356.0,363.0,0.0,6.0,0.0,9.0,0.0,32.73
312.0,0.0,19820.0,115.0,0.0,0.0,0.0,0.0,383.0,354.0,0.0,3.0,0.0,5.0,0.0,32.76
313.0,0.0,19833.0,113.0,0.0,0.0,0.0,0.0,350.0,337.0,0.0,4.0,3.0,3.0,0.0,32.76
314.0,0.0,19811.0,114.0,0.0,0.0,0.0,0.0,334.0,356.0,0.0,6.0,1.0,4.0,0.0,32.74
315.0,0.0,19756.0,117.0,0.0,0.0,0.0,0.0,320.0,375.0,0.0,7.0,0.0,4.0,0.0,32.67
316.0,0.0,19717.0,117.0,0.0,0.0,0.0,0.0,318.0,357.0,0.0,5.0,1.0,4.0,0.0,32.62
317.0,0.0,19708.0,121.0,0.0,0.0,0.0,0.0,324.0,333.0,0.0,8.0,1.0,3.0,0.0,32.67
318.0,0.0,19692.0,118.0,0.0,0.0,0.0,0.0,341.0,357.0,0.0,1.0,1.0,3.0,0.0,32.72
319.0,0.0,19654.0,117.0,0.0,0.0,0.0,0.0,340.0,378.0,0.0,4.0,1.0,4.0,0.0,32.74
320.0,0.0,19644.0,118.0,0.0,0.0,0.0,0.0,341.0,351.0,0.0,5.0,0.0,4.0,0.0,32.68
321.0,0.0,19627.0,117.0,0.0,0.0,0.0,0.0,324.0,341.0,0.0,3.0,0.0,4.0,0.0,32.73
322.0,0.0,19589.0,116.0,0.0,0.0,0.0,0.0,325.0,363.0,0.0,1.0,0.0,2.0,0.0,32.69
323.0,0.0,19599.0,116.0,0.0,0.0,0.0,0.0,344.0,334.0,0.0,5.0,0.0,5.0,0.0,32.71
324.0,0.0,19623.0,121.0,0.0,0.0,0.0,0.0,365.0,341.0,0.0,11.0,0.0,6.0,0.0,32.68
325.0,0.0,19668.0,122.0,0.0,0.0,0.0,0.0,387.0,342.0,0.0,7.0,1.0,5.0,0.0,32.65
326.0,0.0,19725.0,124.0,0.0,0.0,0.0,0.0,402.0,345.0,0.0,6.0,1.0,3.0,0.0,32.62
327.0,0.0,19762.0,125.0,0.0,0.0,0.0,0.0,393.0,356.0,0.0,5.0,0.0,4.0,0.0,32.69
328.0,0.0,19828.0,128.0,0.0,0.0,0.0,0.0,384.0,318.0,0.0,6.0,0.0,3.0,0.0,32.72
329.0,0.0,19898.0,129.0,0.0,0.0,0.0,0.0,407.0,337.0,0.0,6.0,1.0,4.0,0.0,32.71
330.0,0.0,19915.0,129.0,0.0,0.0,0.0,0.0,364.0,347.0,0.0,4.0,0.0,4.0,0.0,32.67
331.0,0.0,19944.0,131.0,0.0,0.0,0.0,0.0,400.0,371.0,0.0,5.0,0.0,3.0,0.0,32.72
332.0,0.0,19979.0,134.0,0.0,0.0,0.0,0.0,364.0,329.0,0.0,7.0,1.0,3.0,0.0,32.74
333.0,0.0,19998.0,135.0,0.0,0.0,0.0,0.0,398.0,379.0,0.0,5.0,0.0,4.0,0.0,32.7
334.0,0.0,20010.0,135.0,0.0,0.0,0.0,0.0,348.0,336.0,0.0,6.0,1.0,5.0,0.0,32.69
335.0,0.0,19985.0,142.0,0.0,0.0,0.0,0.0,349.0,374.0,0.0,10.0,1.0,2.0,0.0,32.67
336.0,0.0,19948.0,142.0,0.0,0.0,0.0,0.0,291.0,328.0,0.0,9.0,2.0,7.0,0.0,32.64
337.0,0.0,19921.0,142.0,0.0,0.0,0.0,0.0,342.0,369.0,0.0,5.0,0.0,5.0,0.0,32.66
338.0,0.0,19867.0,142.0,0.0,0.0,0.0,0.0,314.0,368.0,0.0,6.0,1.0,5.0,0.0,32.7
339.0,0.0,19848.0,140.0,0.0,0.0,0.0,0.0,353.0,372.0,0.0,4.0,2.0,4.0,0.0,32.69
340.0,0.0,19826.0,142.0,0.0,0.0,0.0,0.0,333.0,355.0,0.0,7.0,2.0,3.0,0.0,32.68
341.0,0.0,19835.0,140.0,0.0,0.0,0.0,0.0,374.0,365.0,0.0,3.0,2.0,3.0,0.0,32.77
342.0,0.0,19846.0,142.0,0.0,0.0,0.0,0.0,359.0,348.0,0.0,6.0,1.0,3.0,0.0,32.74
343.0,0.0,19775.0,145.0,0.0,0.0,0.0,0.0,323.0,394.0,0.0,5.0,0.0,2.0,0.0,32.72
344.0,0.0,19738.0,145.0,0.0,0.0,0.0,0.0,320.0,357.0,0.0,7.0,1.0,6.0,0.0,32.75
345.0,0.0,19769.0,146.0,0.0,0.0,0.0,0.0,383.0,352.0,0.0,7.0,1.0,5.0,0.0,32.72
346.0,0.0,19806.0,144.0,0.0,0.0,0.0,0.0,397.0,360.0,0.0,3.0,0.0,5.0,0.0,32.68
347.0,0.0,19888.0,145.0,0.0,0.0,0.0,0.0,416.0,334.0,0.0,6.0,1.0,4.0,0.0,32.72
348.0,0.0,19919.0,149.0,0.0,0.0,0.0,0.0,380.0,349.0,0.0,8.0,2.0,2.0,0.0,32.74
349.0,0.0,20032.0,150.0,0.0,0.0,0.0,0.0,416.0,303.0,0.0,7.0,0.0,6.0,0.0,32.75
350.0,0.0,20079.0,148.0,0.0,0.0,0.0,0.0,397.0,350.0,0.0,5.0,0.0,7.0,0.0,32.76
351.0,0.0,20080.0,149.0,0.0,0.0,0.0,0.0,357.0,356.0,0.0,6.0,0.0,5.0,0.0,32.74
352.0,0.0,20121.0,146.0,0.0,0.0,0.0,0.0,381.0,340.0,0.0,1.0,1.0,3.0,0.0,32.74
353.0,0.0,20146.0,143.0,0.0,0.0,0.0,0.0,371.0,346.0,0.0,5.0,4.0,4.0,0.0,32.7
354.0,0.0,20167.0,146.0,0.0,0.0,0.0,0.0,389.0,368.0,0.0,8.0,1.0,4.0,0.0,32.68
355.0,0.0,20144.0,144.0,0.0,0.0,0.0,0.0,383.0,406.0,0.0,4.0,1.0,5.0,0.0,32.65
356.0,0.0,20091.0,144.0,0.0,0.0,0.0,0.0,316.0,369.0,0.0,6.0,2.0,4.0,0.0,32.65
357.0,0.0,20087.0,139.0,0.0,0.0,0.0,0.0,321.0,325.0,0.0,3.0,1.0,7.0,0.0,32.62
358.0,0.0,20057.0,146.0,0.0,0.0,0.0,0.0,329.0,359.0,0.0,10.0,0.0,3.0,0.0,32.65
359.0,0.0,20029.0,144.0,0.0,0.0,0.0,0.0,345.0,373.0,0.0,4.0,2.0,4.0,0.0,32.65
360.0,0.0,20044.0,141.0,0.0,0.0,0.0,0.0,336.0,321.0,0.0,4.0,3.0,4.0,0.0,32.66
361.0,0.0,20014.0,142.0,0.0,0.0,0.0,0.0,330.0,360.0,0.0,6.0,1.0,4.0,0.0,32.67
362.0,0.0,20041.0,141.0,0.0,0.0,0.0,0.0,367.0,340.0,0.0,2.0,0.0,3.0,0.0,32.64
363.0,0.0,20001.0,139.0,0.0,0.0,0.0,0.0,358.0,398.0,0.0,5.0,1.0,6.0,0.0,32.59
364.0,0.0,20011.0,137.0,0.0,0.0,0.0,0.0,342.0,332.0,0.0,6.0,2.0,6.0,0.0,32.55
365.0,0.0,20048.0,131.0,0.0,0.0,0.0,0.0,401.0,364.0,0.0,3.0,2.0,7.0,0.0,32.55
366.0,0.0,20056.0,131.0,0.0,0.0,0.0,0.0,388.0,380.0,0.0,6.0,0.0,6.0,0.0,32.56
367.0,0.0,20108.0,132.0,0.0,0.0,0.0,0.0,404.0,352.0,0.0,8.0,1.0,6.0,0.0,32.56
368.0,0.0,20124.0,127.0,0.0,0.0,0.0,0.0,361.0,345.0,0.0,3.0,0.0,8.0,0.0,32.53
369.0,0.0,20210.0,129.0,0.0,0.0,0.0,0.0,427.0,341.0,0.0,7.0,4.0,1.0,0.0,32.58
370.0,0.0,20292.0,127.0,0.0,0.0,0.0,0.0,424.0,342.0,0.0,2.0,0.0,4.0,0.0,32.59
371.0,0.0,20312.0,133.0,0.0,0.0,0.0,0.0,381.0,361.0,0.0,7.0,0.0,1.0,0.0,32.56
372.0,0.0,20304.0,130.0,0.0,0.0,0.0,0.0,359.0,367.0,0.0,3.0,1.0,5.0,0.0,32.51
373.0,0.0,20358.0,123.0,0.0,0.0,0.0,0.0,424.0,370.0,0.0,0.0,2.0,5.0,0.0,32.46
374.0,0.0,20336.0,124.0,0.0,0.0,0.0,0.0,351.0,373.0,0.0,8.0,1.0,6.0,0.0,32.5
375.0,0.0,20303.0,118.0,0.0,0.0,0.0,0.0,374.0,407.0,0.0,4.0,6.0,4.0,0.0,32.51
376.0,0.0,20268.0,116.0,0.0,0.0,0.0,0.0,325.0,360.0,0.0,4.0,1.0,5.0,0.0,32.52
377.0,0.0,20272.0,115.0,0.0,0.0,0.0,0.0,356.0,352.0,0.0,4.0,0.0,5.0,0.0,32.48
378.0,0.0,20236.0,117.0,0.0,0.0,0.0,0.0,334.0,370.0,0.0,6.0,0.0,4.0,0.0,32.53
379.0,0.0,20254.0,117.0,0.0,0.0,0.0,0.0,350.0,332.0,0.0,5.0,1.0,4.0,0.0,32.52
380.0,0.0,20221.0,118.0,0.0,0.0,0.0,0.0,325.0,358.0,0.0,6.0,1.0,4.0,0.0,32.53
381.0,0.0,20235.0,112.0,0.0,0.0,0.0,0.0,360.0,346.0,0.0,3.0,4.0,5.0,0.0,32.54
382.0,0.0,20203.0,112.0,0.0,0.0,0.0,0.0,337.0,369.0,0.0,4.0,1.0,3.0,0.0,32.52
383.0,0.0,20142.0,112.0,0.0,0.0,0.0,0.0,326.0,387.0,0.0,3.0,1.0,2.0,0.0,32.53
384.0,0.0,20127.0,108.0,0.0,0.0,0.0,0.0,352.0,367.0,0.0,2.0,0.0,6.0,0.0,32.49
385.0,0.0,20154.0,108.0,0.0,0.0,0.0,0.0,401.0,374.0,0.0,5.0,1.0,4.0,0.0,32.51
386.0,0.0,20149.0,110.0,0.0,0.0,0.0,0.0,374.0,379.0,0.0,6.0,1.0,3.0,0.0,32.5
387.0,0.0,20190.0,112.0,0.0,0.0,0.0,0.0,393.0,352.0,0.0,8.0,1.0,5.0,0.0,32.54
388.0,0.0,20220.0,117.0,0.0,0.0,0.0,0.0,409.0,379.0,0.0,7.0,1.0,1.0,0.0,32.52
389.0,0.0,20273.0,115.0,0.0,0.0,0.0,0.0,411.0,358.0,0.0,1.0,0.0,3.0,0.0,32.52
390.0,0.0,20266.0,116.0,0.0,0.0,0.0,0.0,364.0,371.0,0.0,7.0,3.0,3.0,0.0,32.53
391.0,0.0,20275.0,110.0,0.0,0.0,0.0,0.0,411.0,402.0,0.0,4.0,2.0,8.0,0.0,32.53
392.0,0.0,20273.0,108.0,0.0,0.0,0.0,0.0,374.0,376.0,0.0,2.0,0.0,4.0,0.0,32.53
393.0,0.0,20283.0,108.0,0.0,0.0,0.0,0.0,400.0,390.0,0.0,4.0,0.0,4.0,0.0,32.55
394.0,0.0,20312.0,105.0,0.0,0.0,0.0,0.0,386.0,357.0,0.0,2.0,0.0,5.0,0.0,32.52
395.0,0.0,20303.0,106.0,0.0,0.0,0.0,0.0,368.0,377.0,0.0,6.0,1.0,4.0,0.0,32.54
396.0,0.0,20323.0,102.0,0.0,0.0,0.0,0.0,368.0,348.0,0.0,3.0,2.0,5.0,0.0,32.5
397.0,0.0,20319.0,102.0,0.0,0.0,0.0,0.0,344.0,348.0,0.0,3.0,1.0,2.0,0.0,32.48
398.0,0.0,20293.0,102.0,0.0,0.0,0.0,0.0,352.0,378.0,0.0,4.0,1.0,3.0,0.0,32.54
399.0,0.0,20244.0,103.0,0.0,0.0,0.0,0.0,321.0,370.0,0.0,5.0,1.0,3.0,0.0,32.53
400.0,0.0,20187.0,100.0,0.0,0.0,0.0,0.0,345.0,402.0,0.0,2.0,4.0,1.0,0.0,32.52
401.0,0.0,20148.0,98.0,0.0,0.0,0.0,0.0,323.0,362.0,0.0,4.0,2.0,4.0,0.0,32.57
402.0,0.0,20114.0,97.0,0.0,0.0,0.0,0.0,329.0,363.0,0.0,5.0,3.0,3.0,0.0,32.61
403.0,0.0,20074.0,94.0,0.0,0.0,0.0,0.0,343.0,383.0,0.0,3.0,1.0,5.0,0.0,32.6
404.0,0.0,20073.0,96.0,0.0,0.0,0.0,0.0,348.0,349.0,0.0,6.0,0.0,4.0,0.0,32.56
405.0,0.0,20073.0,95.0,0.0,0.0,0.0,0.0,354.0,354.0,0.0,2.0,1.0,2.0,0.0,32.56
406.0,0.0,20051.0,95.0,0.0,0.0,0.0,0.0,371.0,393.0,0.0,4.0,2.0,2.0,0.0,32.55
407.0,0.0,20102.0,93.0,0.0,0.0,0.0,0.0,415.0,364.0,0.0,4.0,4.0,2.0,0.0,32.57
408.0,0.0,20131.0,94.0,0.0,0.0,0.0,0.0,404.0,375.0,0.0,4.0,0.0,3.0,0.0,32.58
409.0,0.0,20187.0,89.0,0.0,0.0,0.0,0.0,422.0,366.0,0.0,1.0,1.0,5.0,0.0,32.58
410.0,0.0,20207.0,90.0,0.0,0.0,0.0,0.0,379.0,359.0,0.0,4.0,0.0,3.0,0.0,32.6
411.0,0.0,20267.0,93.0,0.0,0.0,0.0,0.0,396.0,336.0,0.0,6.0,0.0,3.0,0.0,32.54
412.0,0.0,20320.0,94.0,0.0,0.0,0.0,0.0,379.0,326.0,0.0,5.0,1.0,3.0,0.0,32.51
413.0,0.0,20337.0,93.0,0.0,0.0,0.0,0.0,381.0,364.0,0.0,5.0,4.0,2.0,0.0,32.53
414.0,0.0,20298.0,95.0,0.0,0.0,0.0,0.0,334.0,373.0,0.0,5.0,1.0,2.0,0.0,32.5
415.0,0.0,20340.0,96.0,0.0,0.0,0.0,0.0,418.0,376.0,0.0,3.0,0.0,2.0,0.0,32.53
416.0,0.0,20349.0,95.0,0.0,0.0,0.0,0.0,380.0,371.0,0.0,3.0,3.0,1.0,0.0,32.51
